session_id,user_id,start_time,end_time,session_length_s,region,platform,gpu_model,avg_fps,ping_ms,map_name,crash_flag,purchase_amount,party_size,input_method,build_version,is_featured_event,device_temp_c,session_type,is_long_session
sess_e6f7e5085d91,user_1760,08/30/2025 12:31,2025-08-30T14:27:21Z,696500.0,APAC,Pc,Intel Iris,44.89,64.66,cave,No,"0,00",2,CONTROLLER,1.4.0-beta,false,42.2,Ranked,Yes
sess_730a91b0ff76,user_455,2025-10-29T09:42:54Z,29/10/2025 11:12,5373.0,us-west, pc ,GeForce RTX-3060,88.49,52.92,Forest,No,0.0,3,controllr,1.3.2,No,56.7,ranked,1
sess_08bee03343c5,user_1478,2025-03-28 09:25:55-05:00,2025-03-28 10:13:25+01:00,2850.0,eu,pc,RTX 3060,84.7,49.35,ocean,0,"0,00",1,touch,1.4.0-beta,0,50.2,casual,true
sess_d60374a1f5ad,user_1778,21/01/2025 12:41,2025-01-21T14:09:25Z,5265.0,EU,XBOX,,74.95,47.57,desert,False,0.0,3,kb/m,,0,66.0,RANKED,true
sess_259a8836ccbc,user_1579,24/03/2025 22:22,24/03/2025 23:10,2891.0,EU,Switch,,47.99,70.25,DESERT,False,0.0,1,kbm,1.4.0-beta,No,61.4,RANKED,true
sess_9b53190daa2a,user_830,2025-10-27T01:54:41Z,2025-10-27 02:54:30+00:00,3589.0,sa-east-1, SWITCH ,,58.33,115.62,Desert,No,22.16,4,kb/m,v1.3.2,false,69.0,ranked,1
sess_1481f78426a6,user_1589,04/21/2025 05:39,2025-04-21T07:27:16Z,6479.0,APAC,Mobile,,53.67,89.17, Ocean ,No,7.41,3,KB/M,v1.3.2,0,57.7,Casual,Yes
sess_889d13f38715,user_753,2025-11-23T08:13:17Z,11/23/2025 08:42,1769.0,EU,Xbox,,56.69,73.78,Arena-1,0,0.51,5,KB/M,1.4.0-beta,False,66.6,ranked,False
sess_3c7b99443b01,user_736,10/26/2025 18:59,2025-10-26T20:14:24Z,4473.0, EU ,pc,Intel Iris,95.2,53.93,Arena-1,false,"0,00",2,kbm,1.4.0-beta,False,,ranked,Yes
sess_6fbbeea5b65c,user_220,29/03/2025 06:43,29/03/2025 08:04,4890.0,APAC,Xbox,,35.78,74.79,desert,0,0.0,2, controller ,,false,54.8,casual,Yes
sess_fbbbbb4f4e87,user_2055,03/25/2025 03:49,25/03/2025 04:47,3486.0,eu,PC,RTX 3060,105.18,96.2,forest,No,0.0,2,controllr,1.4,False,55.3,CASUAL,True
sess_8feb1f78bd61,user_788,21/09/2025 10:21,2025-09-21T10:57:43Z,2144.0,us-west,Switch,,25.57,34.36, OCEAN ,false,0.0,2,controller,latest,False,58.5,CASUAL,false
sess_f2f9dc464059,user_863,24/08/2025 19:20,08/24/2025 19:58,2277.0,apac,Switch,,51.66,14.37,ocean,No,0.0,3,touch,1.4.0-beta,0,71.3,RANKED,false
sess_f044654dc8dd,user_2408,02/21/2025 01:04,02/21/2025 02:43,5934.0,us-east,Xbox,,75.83,58.65,ocean,0,4.75,2,KB/M,1.4.0-beta,False,69.7,Ranked,Yes
sess_1000ff0cc8bc,user_945,22/10/2025 02:23,10/22/2025 03:05,2548.0, APAC ,pc,GeForce RTX-3060,85.07,4.27,FOREST,0,0.0,2,controller,v1.3.2,False,86.3,ranked,False
sess_10c7ed958102,user_2453,2025-09-14 13:57:31-05:00,2025-09-14 14:45:36+00:00,2885.0,APAC,MOBILE,,52.59,29.43,cave,0,0.0,0,Touch,1.3.2,No,51.5,ranked,true
sess_93663adfc1c3,user_18,04/20/2025 20:49,04/20/2025 22:38,6572.0,us-east,PC,RTX-4090,77.83,32.01,Arena-1,False,0.0,2,Touch,1.4.0-beta,False,47.0,casual,1
sess_4b02d6db3a02,user_2286,10/28/2025 00:47,28/10/2025 01:37,3009.0,APAC,Switch,,39.69,83.35,desert,False,0.0,1,controllr,latest,No,49.3, ranked ,1
sess_3a3e5111f3d9,user_1497,24/10/2025 14:47,2025-10-24 16:10:39+01:00,5012.0,apac,PC,RX 6600,116.65,46.47,CITY-XL,No,"2,52",4,controllr,latest,No,57.0,ranked,1
sess_80874c7e792e,user_1064,04/19/2025 03:27,04/19/2025 03:59,1937.0,Us-West,PC,GeForce RTX-3060,95.65,62.35,DESERT,No,"0,00",2,KBM,,False,58.2,Casual,false
sess_7199d48b7d06,user_2455,30/07/2025 02:42,30/07/2025 03:50,4063.0, eu ,SWITCH,,46.99,37.43,arena-1,No,0.0,2,CONTROLLER,1.4.0-beta,false,50.3,ranked,True
sess_761fa48b7c0f,user_881,2025-07-25 09:35:51+00:00,07/25/2025 11:14,5927.0,Eu,Mobile,,46.2,48.97,CITY-XL,0,5.77,4,Controller,,false,50.1,casual,True
sess_1f4394d5944e,user_296,2025-10-07 13:56:45-05:00,2025-10-07T14:05:37Z,532.0,APAC,PC,Intel Iris,115.85,11.39,cave,0,18.45,2, TOUCH ,,False,45.5,ranked,0
sess_a267e931b57a,user_702,2025-04-30 15:36:36+01:00,04/30/2025 17:32,6971.0,us-east,XBOX,,68.71,29.72,ocean,1,0.0,1,controllr,1.4,No,48.0,CASUAL,1
sess_1f7437e2bd72,user_2140,24/12/2025 01:04,12/24/2025 02:53,6588.0,us-west,Xbox,,71.0,47.77,ARENA-1,false,0.0,1,touch,v1.3.2,False,71.3,CASUAL,true
sess_2e4273683e3e,user_567,2025-06-18T15:30:58Z,2025-06-18T17:24:20Z,6802.0,us-east,Playstation,,70.87,60.52,DESERT,false,2.7,2, kbm ,1.4,false,53.1,ranked,Yes
sess_a0c61cbcfa25,user_656,05/15/2025 05:55,2025-05-15T07:32:39Z,5835.0, APAC ,xbox,,63.05,33.18,ARENA-1,true,11.07,2,Controllr,,False,61.2,casual,true
sess_0a011c23f71f,user_1089,2025-09-05T22:25:03Z,2025-09-05T22:31:31Z,388.0,EU,PC,RTX 3060,74.73,65.31,Forest,No,0.0,0,KBM,,False,59.6,casual,False
sess_02f2cefa6ce4,user_2413,10/23/2025 05:47,2025-10-23 06:12:39+01:00,1533.0,sa-east-1,Playstation,,36.27,74.99,CITY-XL,false,0.0,4,Touch,latest,No,56.2,casual,False
sess_e3280a48f1e4,user_1180,2025-08-01 23:44:33+01:00,2025-08-02T00:23:05Z,2312.0,Sa-east-1,PlayStation,,111.78,103.38,ocean,False,0.5,4,KBM,latest,No,55.7, ranked ,0
sess_bb28042de3ad,user_1420,2025-03-21T18:23:46Z,2025-03-21 18:51:50+01:00,1684.0,Us-west,PC,RTX-4090,94.21,95.4,Arena-1,false,0.0,1,controllr,,False,58.5,RANKED,No
sess_877f6382135d,user_1696,2025-08-20T23:33:45Z,2025-08-21 00:23:34+01:00,2989.0, us-west ,pc,GTX1080,76.09,33.88,OCEAN,false,0.0,2,controller,1.4,No,54.5,ranked,true
sess_e68f15d04a81,user_1455,2025-07-10 00:00:20+01:00,2025-07-10 00:34:26+01:00,2046.0,APAC, PlayStation ,,59.31,43.1,arena-1,false,0.0,0,Kb/m,v1.3.2,false,54.8,Casual,No
sess_33ee077e72dd,user_2005,2025-07-25T05:53:37Z,2025-07-25 07:44:05+01:00,6628.0, apac ,pc,Intel Iris,94.56,75.11,City-xl,False,0.0,3,kbm,1.3.2,0,41.5,casual,True
sess_3d7c44c76b39,user_1726,08/12/2025 13:10,2025-08-12 14:32:49-05:00,4928.0,eu,Xbox,,50.52,71.95,Forest,0,0.0,4,touch,,No,47.8,Casual,True
sess_06a62840e95c,user_1587,2025-06-11T13:57:21Z,06/11/2025 15:24,5227.0,US-EAST,PC,GTX1080,111.29,65.02,forest,false,0.0,4,Kbm,1.4.0-beta,0,49.8,ranked,Yes
sess_169e7a55fccd,user_49,2025-08-07T17:17:20Z,07/08/2025 18:59,6128.0,APAC,PLAYSTATION,,55.43,58.88,ocean,Yes,1.5,1,KB/M,1.4.0-beta,No,58.5,CASUAL,1
sess_3f9f59f2cbde,user_1447,2025-03-18T10:44:50Z,2025-03-18T11:48:17Z,3807.0,sa-east-1,pc,RX 6600,93.69,90.48,CITY-XL,False,0.0,1, kb/m ,1.4.0-beta,0,60.2,Ranked,1
sess_f1419b99a459,user_1633,06/01/2025 19:59,2025-01-06 21:46:00+00:00,6370.0,us-west,Switch,,37.41,53.98,FOREST,0,"0,00",1,kbm,,No,33.3,ranked,Yes
sess_a6e00eb12e58,user_418,2025-04-13T03:08:43Z,13/04/2025 03:20,735.0,APAC,PC,RX 6600,101.9,13.06,Arena-1,No,11.7,3,kbm,,No,54.3, casual ,0
sess_2cf4e7e42f9e,user_1179,2025-10-25T22:50:11Z,10/25/2025 23:34,2636.0,us-east,Xbox,,61.45,7.07,Arena-1,0,12.29,3,Touch,latest,False,57.5,casual,False
sess_0d6926c50fc3,user_1004,03/23/2025 11:19,23/03/2025 12:39,4810.0,APAC,PC,GTX1080,86.58,69.67,OCEAN,0,,3,touch,v1.3.2,No,46.3,casual,true
sess_37b9e7f12ebf,user_6,09/11/2025 21:12,11/09/2025 21:32,1208.0,Eu,SWITCH,,66.39,99.03,Forest,False,21.75,1,Touch,1.3.2,false,54.1,casual,false
sess_2d2de9409494,user_64,2025-08-13T14:51:01Z,2025-08-13 16:28:55-05:00,5874.0,us-east,Switch,,34.08,64.49,DESERT,No,"36,57",4,touch,1.3.2,False,50.7,casual,true
sess_8b8d545a27d5,user_881,2025-03-20T18:24:40Z,20/03/2025 19:32,4093.0,APAC,Pc,GeForce RTX-3060,75.71,49.62,CITY-XL,0,0.0,3,KB/M,1.4.0-beta,true,45.3,CASUAL,true
sess_3827bfd0a7d9,user_502,05/11/2025 15:54,11/05/2025 16:25,1871.0,Eu,Switch,,11.72,86.75,DESERT,false,4.09,2,controller,1.4,False,56.1,Ranked,0
sess_36410af9a302,user_1577,2025-04-04T17:43:39Z,04/04/2025 19:23,6002.0,EU,pc,GeForce RTX-3060,95.69,60.22,Forest,0,"9,82",3,controllr,1.4.0-beta,0,49.0,casual,true
sess_dc704418de6a,user_1912,2025-10-30 17:49:33+00:00,10/30/2025 18:30,2441.0,sa-east-1,mobile,,78.77,87.27, Desert ,false,0.0,3,controllr,1.4,0,54.8,RANKED,No
sess_2c9cc61667e6,user_973,24/10/2025 18:16,24/10/2025 20:04,108.0, Us-east ,XBOX,,58.84,,Arena-1,0,0.0,1,kbm,1.3.2,0,51.6,casual,false
sess_c7a33c587b2f,user_1505,09/01/2025 18:39,01/09/2025 19:16,2226.0,Us-West,Mobile,,37.87,23.1,Forest,False,0.0,4,touch,v1.3.2,0,56.0,Casual,0
sess_5b866af182d3,user_998,23/03/2025 07:14,2025-03-23 07:40:15-05:00,1539.0,us-east, pc ,RTX-4090,91.77,70.34,Desert,False,6.08,1,kb/m,1.4,False,63.3,ranked,False
sess_8a26a4b19252,user_1621,05/08/2025 09:15,08/05/2025 11:00,6285.0,us-west,Mobile,,31.71,33.78,ocean,False,0.0,3,controllr,v1.3.2,False,51.1,casual,True
sess_e6c1e82a76cc,user_906,2025-11-24 10:47:45-05:00,11/24/2025 11:30,2584.0,Us-east,PLAYSTATION,,80.01,11.3,Cave,false,0.08,1,controllr,latest,0,44.9,casual,No
sess_f60fc932b17b,user_559,10/08/2025 09:51,2025-08-10T10:31:59Z,2412.0,EU,PlayStation,,51.99,54.27,forest,No,0.0,1,controller,1.3.2,false,61.1,casual,False
sess_d22eeb2c6618,user_1853,03/06/2025 21:19,06/03/2025 21:34,921.0,EU,PlayStation,,78.82,27.17, ocean ,0,0.0,3,touch,latest,No,62.9,ranked,false
sess_3c1dd9d2476c,user_521,07/07/2025 20:21,2025-07-07T21:37:26Z,4562.0,us-east,Xbox,,69.06,94.23,CITY-XL,No,0.0,4,kbm,1.3.2,False,49.4,ranked,true
sess_f88309707137,user_1932,06/01/2025 08:13,2025-01-06T09:26:44Z,4409.0,EU,PlayStation,,37.31,85.77,Arena-1,0,4.67,3,TOUCH,1.4.0-beta,No,43.5, Ranked ,1
sess_cf9c80b019b4,user_153,2025-01-06 16:56:30-05:00,2025-01-06 17:39:35-05:00,2585.0,EU,playstation,,65.29,44.6,CITY-XL,False,"1,20",3,CONTROLLR,1.4.0-beta,0,,Casual,false
sess_1fd373e73310,user_1146,2025-03-28 06:25:01+00:00,28/03/2025 08:19,6893.0,sa-east-1,playstation,,60.54,18.32,CITY-XL,False,5.63,3,KBM,,False,62.0,casual,true
sess_12f4d75e8268,user_236,2025-08-24T21:24:30Z,24/08/2025 23:22,7102.0,EU, XBOX ,,50.14,44.95,Arena-1,1,"24,78",1,touch,,0,47.3,casual,1
sess_f9a6d04bdc1d,user_1247,2025-10-24 07:50:08+01:00,2025-10-24 08:45:54-05:00,3346.0,Us-West, playstation ,,68.28,15.37,Arena-1,0,3.63,2,Kbm,v1.3.2,0,56.5,casual,True
sess_52c6e5e6d939,user_2480,24/10/2025 13:30,2025-10-24 14:35:55-05:00,3934.0,apac,PlayStation,,83.02,48.69, Desert ,false,0.0,2,kb/m,1.4,No,43.5,CASUAL,1
sess_8e42de657ca2,user_1809,2025-12-15 21:55:57+01:00,2025-12-15T23:37:40Z,6103.0,US-WEST,pc,GeForce RTX-3060,78.16,52.84,cave,false,"4,81",1,Controller,latest,No,51.2,CASUAL,Yes
sess_b6799554dcfc,user_170,11/11/2025 08:45,2025-11-11T09:15:57Z,1826.0,APAC,Pc,GeForce RTX-3060,58.8,40.73,Arena-1,false,0.0,1,touch,1.4,0,55.2,CASUAL,0
sess_1c18a1ace3cc,user_580,2025-08-08 05:56:19+00:00,2025-08-08 07:56:16+01:00,7197.0,sa-east-1, XBOX ,,84.16,83.12,DESERT,true,0.0,2,kbm,1.4.0-beta,0,53.0, Casual ,true
sess_77de0a4f6c76,user_2059,04/08/2025 05:21,2025-08-04T06:58:59Z,5868.0,us-east,PC,RTX-4090,104.77,63.62,DESERT,False,0.0,2,KB/M,1.3.2,False,58.4,ranked,True
sess_48cb90703a04,user_1254,10/21/2025 14:28,2025-10-21 14:44:51-05:00,972.0,Apac,PC,RTX-4090,90.6,95.59,Arena-1,false,0.0,1,TOUCH,1.4,False,60.8,Ranked,false
sess_9da44708522a,user_2456,2025-03-28 05:32:36+00:00,2025-03-28 06:40:03+01:00,4047.0,us-east,PLAYSTATION,,69.11,77.81, arena-1 ,false,0.0,4, Controllr ,1.4,No,57.2,Ranked,True
sess_0211bd34cb69,user_725,2025-07-07T06:30:47Z,2025-07-07 07:07:39-05:00,2212.0,us-east,Mobile,,47.61,61.31,CITY-XL,0,0.0,1,KBM,1.4,No,47.1,casual,false
sess_d625a889e900,user_1901,2025-11-09T08:08:31Z,2025-11-09 08:13:55-05:00,324.0, Us-West ,pc,RTX-4090,99.19,4.98,Arena-1,1,0.0,4,controllr,v1.3.2,0,55.1,casual,0
sess_8f71ece26257,user_858,2025-12-20 09:28:36+01:00,2025-12-20 11:20:33-05:00,6717.0,Us-east,PlayStation,,57.94,72.91,ARENA-1,false,4.01,4,controller,latest,0,61.8,casual,true
sess_b8b9350fe0c5,user_1984,2025-09-06T05:14:54Z,,5416.0,eu,Playstation,,67.33,50.67,ocean,No,4.35,4,Kb/m,1.3.2,0,47.8,ranked,1
sess_ad9abab1942a,user_751,10/30/2025 15:40,2025-10-30T16:50:49Z,4241.0,apac,Mobile,,49.58,19.95, ocean ,false,0.0,3,TOUCH,v1.3.2,No,58.6,ranked,Yes
sess_a3c8cf2da833,user_1462,2025-02-25 09:07:22+00:00,,3220.0,sa-east-1,PC,GeForce RTX-3060,76.76,54.43,ocean,False,0.0,2,controller,,False,44.5, Ranked ,1
sess_c62acd63a653,user_1871,11/03/2025 17:16,11/03/2025 18:43,5260.0,us-east,PC,RTX 3060,89.61,16.18,desert,False,0.0,1,controllr,1.3.2,false,65.8,ranked,Yes
sess_4e74c0ec889d,user_2201,2025-05-30T07:19:05Z,05/30/2025 08:33,73.0,US-WEST,Xbox,,47.1,48.81,FOREST,No,,1,Controller,,Yes,53.7,Ranked,false
sess_99ed0151a059,user_1628,06/05/2025 09:42,05/06/2025 11:00,4696.0,us-east,XBOX,,34.53,80.02,cave,False,3.11,1, Controller ,,No,57.7,Ranked,True
sess_d8a4fafb87bd,user_2104,04/09/2025 12:34,2025-09-04T14:01:14Z,5205.0,us-west,Pc,GeForce RTX-3060,49.56,38.34,ocean,0,0.0,2,controllr,,false,72.4,casual,1
sess_8b74f1642691,user_2467,08/07/2025 04:02,07/08/2025 04:31,1727.0,EU,PlayStation,,71.03,94.26, ocean ,0,0.0,3,touch,1.3.2,No,59.5,RANKED,False
sess_6aa8e22a3a96,user_304,03/25/2025 21:18,2025-03-25T23:02:58Z,6239.0,sa-east-1,SWITCH,,30.15,37.27, cave ,No,0.0,5,Touch,1.4,No,52.4,CASUAL,Yes
sess_c34297833294,user_726,2025-04-17T10:43:35Z,17/04/2025 10:52,546.0,APAC,Xbox,,85.02,32.8,ocean,false,9.35,4,controllr,1.3.2,False,68.9,ranked,false
sess_0bbb5f13bbb5,user_940,2025-10-23 17:35:02+01:00,10/23/2025 19:06,5498.0,Us-West,PlayStation,,95.13,41.39,Forest,false,0.0,1,controller,,false,48.4,casual,Yes
sess_b0d38d401e16,user_876,2025-10-04 14:28:07+00:00,2025-10-04 15:48:15+01:00,4808.0, EU ,PC,RTX-4090,92.51,41.35,city-xl,false,"0,00",2,kbm,1.3.2,False,39.5,ranked,true
sess_a80dcc270432,user_1211,07/05/2025 21:26,2025-07-05 22:21:06+00:00,54.0, us-east ,PlayStation,,80.73,37.48,Forest,False,0.0,4, controller ,1.4.0-beta,false,49.1, casual ,No
sess_af4406afed26,user_1439,2025-03-29T12:24:50Z,03/29/2025 13:27,3781.0,APAC,mobile,,64.69,102.72,CITY-XL,false,0.0,1,CONTROLLER,,False,,CASUAL,true
sess_e58cb05b8fab,user_934,27/04/2025 20:52,2025-04-27T22:33:02Z,6039.0,Us-east,PlayStation,,68.2,73.22,DESERT,false,"9,59",4,Controllr,latest,False,47.9,ranked,1
sess_071824d40b8d,user_450,2025-10-27T03:58:03Z,2025-10-27T05:46:35Z,6512.0,Us-east,Switch,,26.68,59.62,DESERT,0,"0,00",1,kbm,1.3.2,0,68.6,casual,1
sess_8794f30f720c,user_1478,2025-07-15T02:44:48Z,07/15/2025 03:57,4348.0,sa-east-1,switch,,48.3,8.57,CAVE,False,0.0,2,controller,1.4,False,,ranked,1
sess_6fae92c2eafd,user_904,2025-07-03T09:45:52Z,2025-07-03 10:23:06+00:00,37.0, EU , pc ,RTX 3060,114.06,73.38,ocean,False,0.0,4,controllr,,No,57.0,RANKED,false
sess_31ef90487b85,user_1840,22/10/2025 22:22,2025-10-22T23:31:38Z,4139.0,us-west,Pc,GeForce RTX-3060,35.07,51.35,DESERT,false,0.0,2,touch,1.3.2,0,60.3,RANKED,true
sess_e7431540fcca,user_1316,2025-04-15 01:48:11-05:00,2025-04-15 02:39:20-05:00,3069.0,Us-west,PC,Intel Iris,92.39,103.19,CITY-XL,No,0.0,3,controllr,,false,,CASUAL,True
sess_ae490543bc67,user_415,2025-10-28 00:17:49+01:00,2025-10-28 01:23:16-05:00,3927.0,Apac, Switch ,,18.17,50.69,Forest,0,0.0,3, CONTROLLER ,1.3.2,0,92.4,casual,true
sess_abbf1dc1af2f,user_2216,2025-01-18T20:30:00Z,2025-01-18T21:58:56Z,5336.0,SA-EAST-1,PlayStation,,46.92,52.64,ocean,No,"0,00",2,kbm,v1.3.2,0,,CASUAL,true
sess_9a97ad236b57,user_1754,01/06/2025 22:15,2025-01-06 23:33:12+00:00,4675.0, sa-east-1 , Pc ,RTX-4090,71.02,35.71, CAVE ,false,0.0,2,controller,v1.3.2,0,61.4,RANKED,Yes
sess_eaf8fe32abe6,user_1415,2025-12-13 21:47:35+00:00,2025-12-13 22:48:36+00:00,3661.0,us-east,Playstation,,63.41,42.31,ARENA-1,0,0.0,9,controller,1.4,false,52.2,RANKED,true
sess_8a41b156edea,user_218,2025-12-29T06:52:49Z,2025-12-29 08:46:34-05:00,6825.0,EU,Mobile,,63.83,92.08,desert,0,21.11,1,touch,,No,65.1,Ranked,True
sess_3b328b62ea40,user_2490,10/22/2025 21:48,22/10/2025 22:41,3141.0,EU,Xbox,,62.8,61.29,CITY-XL,0,0.0,1,kbm,1.3.2,False,56.4,casual,Yes
sess_5dbc40f011bd,user_592,2025-06-28 16:57:31-05:00,2025-06-28T18:25:56Z,5305.0,EU, PC ,GeForce RTX-3060,87.25,57.19, city-xl ,False,25.77,1,controllr,1.4,false,56.7,ranked,Yes
sess_ff68cc7d10bb,user_2144,08/01/2025 10:47,2025-08-01T11:54:21Z,3989.0,Apac,Switch,,64.78,2.41,cave,No,0.0,2,KBM,v1.3.2,0,49.3,ranked,true
sess_12bb2b7a6da6,user_370,08/02/2025 09:15,08/02/2025 10:30,4520.0,us-east,MOBILE,,61.96,120.19,arena-1,0,4.21,3,KB/M,v1.3.2,False,43.4,Ranked,Yes
sess_70d34b549af5,user_1040,2025-03-05 16:37:08-05:00,03/05/2025 17:52,4549.0,Sa-east-1, Xbox ,,56.42,31.04,Forest,0,0.0,1,TOUCH,latest,False,63.2,RANKED,true
sess_294afe99c62d,user_439,28/03/2025 00:14,03/28/2025 02:08,6832.0, sa-east-1 ,PC,RX 6600,103.7,73.53,City-xl,No,0.0,1,kbm,1.4.0-beta,No,57.4,Casual,1
sess_c0d9c1a5af73,user_249,2025-10-25 07:42:04+01:00,10/25/2025 08:19,2258.0,us-west,Pc,RTX 3060,62.46,22.11,FOREST,No,0.0,1,controller,1.4,false,48.1,casual,False
sess_dfd46352388e,user_1305,09/12/2025 14:42,09/12/2025 15:48,3953.0,APAC,PlayStation,,77.62,41.43,CAVE,False,0.0,0,kb/m,1.4.0-beta,1,61.5,ranked,True
sess_cc2dd87b285f,user_2090,2025-08-27 22:54:11-05:00,2025-08-28T00:04:21Z,4210.0,APAC,playstation,,55.65,86.3,Arena-1,No,0.0,2,touch,latest,False,59.0,RANKED,True
sess_118702852671,user_1639,26/10/2025 23:49,27/10/2025 00:28,2336.0, EU ,Switch,,43.0,77.37,Forest,No,0.0,2,kbm,,True,54.1, RANKED ,No
sess_5889492287d4,user_2491,25/10/2025 02:20,10/25/2025 03:51,5452.0,Us-east,xbox,,38.96,72.85,forest,false,0.0,1,KBM,latest,No,57.2,ranked,1
sess_e3745a91fff9,user_654,2025-10-07 06:07:30+00:00,07/10/2025 07:01,3233.0, sa-east-1 ,Mobile,,49.58,24.59,ocean,0,7.22,2,Controller,,False,48.5,ranked,true
sess_b831a62d38c7,user_2497,01/01/2025 14:10,01/01/2025 15:21,4287.0,Us-west,PlayStation,,68.26,4.9,desert,No,0.0,4,controllr,,False,49.4,Ranked,Yes
sess_084f54491e27,user_1861,2025-05-18 06:09:22+01:00,2025-05-18T07:32:08Z,4966.0,us-east, XBOX ,,77.14,117.86,cave,false,0.0,3,Controller,1.3.2,0,50.9,CASUAL,true
sess_e54b8184f1a1,user_1970,2025-06-12T12:06:38Z,12/06/2025 12:55,2915.0,EU,switch,,59.02,56.65,ARENA-1,0,0.0,2,controller,1.4,No,59.8,casual,True
sess_7acbd30ac1cb,user_1960,19/10/2025 10:42,2025-10-19 12:36:48+01:00,6854.0, APAC ,PLAYSTATION,,77.82,71.33,ocean,0,0.0,2,kb/m,,false,52.1,Ranked,Yes
sess_94ad8a2435b7,user_1379,29/12/2025 18:31,12/29/2025 18:50,1115.0,sa-east-1, Pc ,RTX 3060,60.12,358.73,desert,0,3.38,2,KB/M,v1.3.2,False,47.6,Casual,No
sess_9fff4288fb00,user_1623,10/30/2025 07:27,2025-10-30 08:07:44+01:00,2416.0,us-west,Pc,Intel Iris,14.72,64.22,Forest,False,0.0,1,kbm,latest,No,47.7,casual,No
sess_7066c65fc0ca,user_610,2025-01-27T19:16:20Z,2025-01-27T19:57:47Z,2487.0,EU,PLAYSTATION,,75.81,39.05,ARENA-1,No,0.0,4,controller,1.4.0-beta,No,49.9,RANKED,No
sess_feed2b773b74,user_2367,2025-09-03T02:42:46Z,2025-09-03 04:38:50+00:00,6964.0,sa-east-1,PLAYSTATION,,60.22,54.08,CAVE,No,0.0,4,KB/M,1.3.2,False,52.8,RANKED,True
sess_e1c4d82c213d,user_803,2025-11-11T05:33:47Z,2025-11-11 05:59:10+00:00,1523.0,US-EAST,pc,GeForce RTX-3060,82.94,77.64,arena-1,False,11.35,4,touch,1.4,False,48.8,RANKED,No
sess_0f262f8c53c5,user_1901,11/07/2025 06:35,2025-07-11T06:41:23Z,366.0,us-east, PlayStation ,,79.95,124.27,Forest,false,0.0,1,Controller,1.4.0-beta,0,60.8, Casual ,No
sess_931daf3365ad,user_2267,06/06/2025 21:40,06/06/2025 22:09,1727.0,APAC,PlayStation,,41.6,59.03,desert,false,0.0,1,Controller,1.3.2,No,59.8, RANKED ,No
sess_145a3676231b,user_327,23/07/2025 21:10,23/07/2025 21:41,1916.0,us-east,Mobile,,46.04,40.96,FOREST,0,5.2,3,kbm,1.3.2,No,58.5,casual,0
sess_8a23bf61e416,user_1928,2025-06-20 08:18:14+00:00,20/06/2025 10:00,102.0,EU,xbox,,57.7,70.06, desert ,0,0.0,1,touch,1.4.0-beta,false,58.1,CASUAL,0
sess_64f7796514d7,user_308,24/03/2025 08:09,03/24/2025 09:00,3060.0,Sa-east-1, XBOX ,,50.13,77.42,desert,False,4.09,1,TOUCH,1.4.0-beta,Yes,59.7,Ranked,Yes
sess_d8f762e75dbe,user_69,05/09/2025 10:24,05/09/2025 11:43,4783.0,us-east,PC,RTX-4090,114.14,53.72,city-xl,0,-6.31,2,kbm,1.4.0-beta,No,48.6,casual,true
sess_c5a479c175f1,user_1011,2025-01-17T12:31:19Z,2025-01-17T12:47:14Z,955.0,us-west,PC,Intel Iris,90.24,38.11,Ocean,false,2.27,2,kbm,latest,False,,casual,false
sess_119e7a56b685,user_337,02/04/2025 17:11,2025-02-04T19:04:40Z,6812.0,APAC,Mobile,,21.93,18.15,desert,false,9.78,5,touch,1.4.0-beta,No,56.7,Casual,true
sess_416395c6c6db,user_192,2025-10-22T21:13:39Z,22/10/2025 22:57,6258.0,Us-West, Mobile ,,8.69,114.41,CITY-XL,False,"4,23",3,controllr,1.3.2,False,57.3,ranked,1
sess_11a5f4479166,user_2373,18/05/2025 10:56,2025-05-18 12:04:52+01:00,4115.0,us-east,Mobile,,72.34,44.29,arena-1,0,4.21,0,controller,latest,False,67.2,casual,True
sess_df90f94b238d,user_2028,05/12/2025 07:42,2025-05-12 09:37:20-05:00,6873.0,us-east,PC,RTX 3060,84.9,67.23,Arena-1,0,0.0,2, controllr ,latest,false,58.0, casual ,1
sess_2e35d9749156,user_615,2025-08-13 23:29:26+00:00,2025-08-14T01:26:07Z,7001.0,Us-West,Mobile,,45.85,19.49, Forest ,false,0.0,1,controller,1.3.2,1,47.5,ranked,true
sess_79b67ce5607b,user_607,03/20/2025 12:23,2025-03-20T13:50:23Z,87.0,APAC,PlayStation,,79.38,65.16,cave,0,0.0,1,Touch,1.4.0-beta,False,54.4,CASUAL,0
sess_7a18badf6666,user_2010,18/10/2025 10:43,2025-10-18 12:38:40+01:00,6900.0,eu,Xbox,,65.04,72.23,desert,No,6.7,1, kbm ,1.4,false,51.3,ranked,True
sess_5f4fd5ff438a,user_670,2025-02-03T11:06:35Z,03/02/2025 12:44,5849.0,us-west,mobile,,87.57,74.86, cave ,1,0.0,1,controllr,latest,No,62.2,ranked,true
sess_2f06a8f3ad11,user_143,2025-12-05T04:39:26Z,12/05/2025 05:25,2737.0,sa-east-1,Xbox,,56.08,90.45,Arena-1,False,0.0,1,Kbm,1.4,0,66.1, CASUAL ,Yes
