event_id,user_id,repo_id,timestamp,event_type,lines_added,lines_deleted,files_changed,dominant_language,ci_status,coverage_percent,editor,os,time_to_ci_minutes,build_duration_s,tests_run,tests_failed,is_weekend,pr_merge_time_hours,label_is_high_quality,exam_period,commit_message_length,is_bot_user
evt_67b5bde250f5,user_1499,repo_369,12/30/2025 16:06,Commit,26,36,1,C++,Failed,100,Sublime,LINUX,527.12,565.78,145,9,false,,No,False,51.0, HUMAN 
evt_467a9b895e2f,user_1613,repo_87,2025-07-28 13:45:05-05:00,commit,54,24,1, c++ ,SUCCESS,71.7,vim,linux,8.72,537.77,108,25,false,,0,0,74.0,Human
evt_374c280f5e3a,user_1451,repo_470,2025-04-04 09:58:20-05:00,ci_run,24,7,3,Python,SUCCESS,32.2,vscode,LINUX,16.39,247.61,217,29,No,,False,No,,human
evt_3bb1341cb4bb,user_274,repo_1122,19/02/2025 16:10,test_run,30,11,2,JavaScript,failure,67.0,VSCode,MACOS,679.0,130.29,169,20,No,,0,No,61.0, HUMAN 
evt_73468d7f2a29,user_51,repo_831,09/20/2025 11:16,test_run,15,8,6,C++,Failure,57.7, Vim ,windows,15.25,241.6,45,0,Yes,,false,False,45.0,Human
evt_7c543a53ebd6,user_882,repo_349,12/10/2025 22:00,pr_merged,22,11,4,Javascript,Success,100,vim,Windows,9.78,207.16,156,11,0,28.9,No,0,57.0, HUMAN 
evt_a29b3b5f3936,user_1968,repo_671,03/06/2025 11:44,commit,4,2,11, Go , Success ,64.0,Vim,LINUX,14.78,209.12,104,17,false,,false,false,26.0, HUMAN 
evt_950da107161a,user_396,repo_460,2025-07-01 06:50:37-05:00,review_comment,42,14,1,Python,cancelled,33.2,Sublime,macos,13.44,359.68,128,17,No,,False,false,49.0,human
evt_8da05e624ca8,user_1884,repo_439,10/27/2025 13:07,CI_RUN,12,2,1,Java,success,-16.611706515028533,Vim,win,7.01,658.77,136,1,0,,No,True,29.0,Human
evt_9b83c2a30109,user_981,repo_815,2025-09-20T10:56:04Z, review_comment ,8,24,1,JavaScript,success,76.0,VSCode,Win,11.42,,153,16,Yes,,No,false,26.0, HUMAN 
evt_d2d8dbeeb793,user_387,repo_656,2025-10-24 21:12:20+00:00,push,42,21,1,Python,SUCCESS,71.0,nano,Win,13.77,215.96,125,12,No,,No,No,39.0, HUMAN 
evt_15c2668023ac,user_2981,repo_4,2025-03-27 10:44:21+01:00,Review_comment,28,3,4,JAVASCRIPT,FAILED,100,Nano,LINUX,22.84,307.19,121,1,False,,False,Yes,42.0,Human
evt_3a8e833e4b36,user_1134,repo_937,2025-03-12 20:41:22-05:00,TEST_RUN,69,1,1,C++,FAILED,88.0,intellij,linux,12.96,95.15,151,9,false,,false,0,44.0,Human
evt_19bdd7b78f10,user_303,repo_404,22/03/2025 14:54,commit,14,16,6,java, success ,62.8,Vim,linux,14.45,5.25,121,9,1,,False,0,2.0,human
evt_df51b977bd82,user_2990,repo_203,26/03/2025 13:06,ci_run,40,9,2,Go,success,89.0,IntelliJ,MACOS,11.14,180.83,189,0,false,,True,True,66.0, HUMAN 
evt_aa81a4e68c29,user_2150,repo_7,04/19/2025 16:23,test_run,3,22,1,javascript,failed,30.7,NANO,LINUX,20.09,441.58,71,13,True,,false,False,59.0,Human
evt_4275b8ff7a5b,user_883,repo_725,06/05/2025 14:45,review_comment,39,6,3,RUST,success,75.1,Vscode,LINUX,2.21,296.24,105,18,No,,0,0,19.0, HUMAN 
evt_a0cf3e41ddf6,user_1149,repo_839,30/10/2025 06:42,ci_run,12,16,2,Python,cancelled,68.3,INTELLIJ,linux,0.73,219.46,126,20,false,,No,1,37.0,human
evt_e1f30cac7e9a,user_2392,repo_513,10/29/2025 08:29,pr_merged,36,19,1,Go,SUCCESS,99.0,INTELLIJ,WINDOWS,11.83,241.32,91,30,False,84.1,False,Yes,42.0, HUMAN 
evt_09798d6008d1,user_2195,repo_768,23/10/2025 10:27,push,19,18,4, Python , success ,79.3, SUBLIME ,Linux,22.31,1.75,114,10,False,,No,0,48.0,human
evt_c6ae52746bfd,user_820,repo_131,2025-11-20 13:36:27-05:00,pr_merged,3,14,6,JavaScript, success ,74.4,Vim,Win,5.72,2.18,99,14,False,3.9,0,false,70.0,human
evt_c939aa5c180c,user_2027,repo_62,2025-07-18T07:09:26Z,ci_run,21,1,2,GO,SUCCESS,81.0,vim,Windows,5.57,504.7,92,3,0,,No,0,54.0, HUMAN 
evt_443e209fdaa8,user_717,repo_37,2025-11-22 22:57:54-05:00,CI_RUN,5,2,1,Java,CANCELLED,67.1,VSCODE,Macos,9.36,108.07,113,5,true,,false,false,66.0,human
evt_75aadf066172,user_2836,repo_471,2025-03-23 12:28:12+01:00,ci_run,2,5,7,C++,failed,77.5,Vim,windows,14.2,304.69,168,9,1,,False,False,, HUMAN 
evt_008051b03e45,user_832,repo_1196,03/03/2025 08:51,Pr_opened,52,12,2,JAVASCRIPT, success ,92.2,vim,WIN,696.51,,133,7,No,23.8,false,No,45.0,bot
evt_f309e1b14c4d,user_1998,repo_28,2025-03-25 04:44:24-05:00,Pr_merged,13,19,2,Go,SUCCESS,80.8,vim,WIN,9.18,327.46,108,1,False,78.8,false,true,47.0,Human
evt_6121499b771c,user_670,repo_160,04/04/2025 16:05,review_comment,1,30,1,rust,cancelled,58.1,Vim,WIN,9.14,79.3,81,6,No,,False,0,70.0,human
evt_a8d312626520,user_2602,repo_530,2025-09-26T22:09:53Z,commit,14,14,1,C++,SUCCESS,44.3,Sublime,WIN,12.96,564.6,155,12,0,,0,0,45.0,human
evt_33fab20c35cf,user_254,repo_846,2025-09-26 02:36:51+01:00,review_comment,10,7,1,javascript,SUCCESS,82.3,SUBLIME,macos,1.72,230.82,123,16,No,,0,0,,BOT
evt_738cc96ef816,user_2828,repo_63,2025-01-13 03:32:15+01:00,ci_run,50,23,4,Go,success,70.0,Intellij,Windows,9.68,420.16,159,15,False,,false,0,90.0,human
evt_45824f157471,user_630,repo_870,29/03/2025 22:55,PUSH,53,22,5, Java ,failure,95.0,Nano,Linux,7.51,213.35,122,15,true,,No,True,23.0,Human
evt_43b9fc657280,user_1128,repo_250,2025-09-16T04:09:23Z,ci_run,48,22,1,Java,success,100, Sublime , win ,14.05,349.88,124,0,No,,1,false,78.0, HUMAN 
evt_ef185d6ab3b0,user_2499,repo_652,01/28/2025 16:47,push,6,18,2,JAVASCRIPT, FAILURE ,69.7,INTELLIJ,macOS,11.67,384.91,73,0,false,,No,false,38.0, HUMAN 
evt_8f094963a385,user_2604,repo_544,02/09/2025 09:47,Test_run,45,4,2,Python,FAILED,72.4,Nano,WIN,6.59,301.99,115,4,False,,false,false,80.0,human
evt_9f88df802fe4,user_1010,repo_906,05/01/2025 23:27,PR_OPENED,14,1,3,Python, CANCELLED ,46.9,Sublime,windows,1.64,486.24,32,16,1,56.8,0,No,72.0,human
evt_bb75932f9b0b,user_1085,repo_1017,24/10/2025 23:19,CI_RUN,36,22,1,Rust, failed ,66.9,Vim,MACOS,6.21,5.37,154,22,false,,False,false,52.0,human
evt_0057086ea26c,user_1849,repo_794,25/10/2025 23:51,ci_run,71,2,1,C++,failure,49.9,vim,Linux,18.73,37.73,133,4,Yes,,No,True,,human
evt_4c4462d06900,user_458,repo_16,2025-10-29T14:24:42Z,review_comment,12,3,1,rust,FAILURE,75.6,intellij,LINUX,490.81,7.67,132,0,false,,No,Yes,26.0, HUMAN 
evt_208b972555f5,user_221,repo_697,03/25/2025 21:33,PR_OPENED,7,12,1,JAVASCRIPT,FAILURE,100.0,Vim,MACOS,14.54,399.66,90,14,False,44.4,No,1,51.0,Human
evt_201b51fd79d9,user_2850,repo_464,26/03/2025 17:27,commit,18,9,1,JAVA,cancelled,70.2,VIM,Linux,3.8,535.96,127,17,0,,No,Yes,41.0, HUMAN 
evt_433518449153,user_910,repo_684,2025-05-14 12:37:41+00:00,PR_MERGED,13,16,4,C++,failed,77.2,IntelliJ,Macos,6.57,193.72,133,25,0,38.3,False,No,,human
evt_c467b3c10e29,user_1056,repo_918,03/06/2025 09:08,TEST_RUN,59,30,1,Go,failed,"54,3",vim,linux,22.41,384.56,121,11,False,,0,0,57.0,bot
evt_db27966ac7a6,user_339,repo_841,2025-06-23T16:45:47Z,pr_merged,25,0,1,Java,cancelled,70.3,vim,Windows,9.32,126.96,76,0,false,32.8,0,0,39.0,human
evt_30b3320ffa5a,user_2373,repo_506,2025-06-26 09:42:16+00:00,Ci_run,9,4,11,Python,CANCELLED,95.1, vim ,Windows,6.27,116.47,105,0,false,,True,0,87.0,human
evt_db682fa4e524,user_587,repo_1001,30/03/2025 07:54,push,0,0,7,Go,CANCELLED,78.7,IntelliJ,WIN,4.5,246.54,50,14,1,,No,true,, HUMAN 
evt_1fe8c72160f7,user_54,repo_889,12/30/2025 22:02,Test_run,9,31,1,Javascript,SUCCESS,67.8,NANO,LINUX,3.82,327.04,129,19,0,,0,False,56.0,Human
evt_ee19b7ab83b5,user_2779,repo_999,2025-10-20T02:16:39Z, ci_run ,1,6,5,C++,FAILED,71.7,intellij,Linux,7.43,460.08,124,0,0,,false,No,40.0,Human
evt_e3c4d542766d,user_2430,repo_618,06/01/2025 23:07,ci_run,10,42,2,Java,Failed,68.4, VIM ,linux,0.31,219.54,138,0,1,,No,No,5.0, HUMAN 
evt_f094f7906582,user_720,repo_836,06/03/2025 00:04, TEST_RUN ,20,10,1,JAVA,success,51.5,Sublime,windows,5.27,13.3,107,12,False,,false,False,81.0,Human
evt_e02af6342742,user_945,repo_287,2025-03-25 21:18:59+00:00, review_comment ,111,7,5,javascript,Success,99.5,VSCode,LINUX,14.23,205.3,137,8,0,,0,Yes,79.0, HUMAN 
evt_de8b1a0a4a3a,user_906,repo_614,2025-12-05T04:32:04Z,PR_OPENED,37,0,1,python,SUCCESS,90.4,vim,LINUX,11.52,137.36,66,9,0,36.0,No,No,37.0,human
evt_bdcd3157ef51,user_1248,repo_1115,03/23/2025 07:35,test_run,32,1,8,C++,SUCCESS,84.8, Nano ,linux,9.56,292.35,129,13,True,,0,0,63.0,Human
evt_fc27358c4129,user_2006,repo_126,2025-03-22 22:17:40+00:00,Test_run,5,14,2,C++,FAILURE,68.2,Vim,WIN,16.37,143.21,200,9,True,,False,0,52.0,human
evt_e8ef6eec0133,user_655,repo_707,10/28/2025 19:26, Pr_opened ,2,7,1,c++,failure,124.54775529007043,Sublime,WINDOWS,2.1,342.1,89,0,No,24.6,true,1,31.0,human
evt_d2f330816f77,user_2642,repo_247,2025-05-20T08:26:44Z,pr_merged,76,7,6,PYTHON,FAILURE,72.7,Vim,windows,4.52,,82,13,0,44.1,False,False,101.0,Human
evt_8818eba8cbb5,user_34,repo_891,05/11/2025 13:25,review_comment,12,2,3,C++, success ,65.5,VSCode,Windows,6.0,,46,7,No,,No,No,42.0,Human
evt_abf24ebb4c98,user_2025,repo_928,2025-03-27T16:38:49Z,review_comment,38,2,1,c++,SUCCESS,77.2,Vim,Linux,17.28,522.59,58,23,False,,false,1,,Human
evt_cf8ca7594340,user_2858,repo_773,05/14/2025 18:08,commit,18,19,2, python ,cancelled,"52,0", Nano ,linux,0.07,100.69,149,7,No,,No,False,,Human
evt_0a6b249a0545,user_1104,repo_537,2025-03-27 17:06:19+00:00,CI_RUN,63,22,2,Python,SUCCESS,61.1,SUBLIME,WIN,7.58,289.83,95,0,false,,0,1,83.0,Human
evt_87be59eade06,user_1751,repo_89,10/28/2025 21:24,PR_OPENED,32,11,2,JavaScript,cancelled,78.6,vim,Windows,18.34,169.07,108,5,No,15.4,false,Yes,12.0,Human
evt_44e98e5a4c6c,user_2707,repo_39,2025-10-27T22:52:45Z,pr_merged,45,12,1,Python,failure,79.1,NANO,Linux,9.78,201.55,60,4,false,73.6,0,True,61.0,human
evt_39c43f509269,user_283,repo_951,2025-12-24 00:19:57-05:00,commit,6,16,1,Rust,failed,97.6,nano,linux,7.86,234.34,171,7,False,,True,false,,human
evt_fd36c9687884,user_323,repo_71,2025-11-29 16:12:17+01:00, push ,5,32,2,Java,Failure,79.8,Vim,windows,14.91,6.0,92,115,True,,0,0,3.0,Human
evt_f507076307dd,user_1493,repo_350,2025-03-17 10:04:36+01:00,Test_run,24,7,12,Rust, CANCELLED ,82.1,IntelliJ,WIN,856.53,438.43,84,17,false,,No,False,62.0, HUMAN 
evt_4ad2d26c15f9,user_1227,repo_848,15/10/2025 15:48,pr_merged,71,11,6,Go,FAILED,71.6,VIM,macos,10.67,269.59,121,2,No,43.2,No,No,,human
evt_29d6bdabd13f,user_925,repo_207,20/10/2025 17:14,pr_opened,22,32,1,python,cancelled,75.9,Sublime,win,13.49,,132,25,No,31.6,No,False,65.0, HUMAN 
evt_7f7a7a6e97c4,user_2966,repo_928,2025-02-23 04:49:08+00:00,test_run,0,3,4,Go,Failed,41.8,nano,WIN,10.31,,118,13,True,,false,False,41.0,Human
evt_85dc445458da,user_1403,repo_297,2025-11-27T17:46:09Z,CI_RUN,31,11,1,Javascript,SUCCESS,59.8,VSCode,Linux,11.37,244.01,97,20,False,,No,False,69.0,Human
evt_459ab0bb60bd,user_672,repo_485,21/06/2025 22:21,Commit,13,0,5,Rust,FAILED,82.6, vim ,windows,6.28,240.58,131,6,Yes,,False,false,50.0, HUMAN 
evt_ea041e3bdb64,user_2318,repo_1045,24/10/2025 12:34,PR_OPENED,31,10,1,Go,failure,100,vscode,linux,14.22,322.56,77,20,0,14.5,No,false,53.0,Human
evt_1df0c55fa295,user_1036,repo_1006,2025-11-08 21:54:03+00:00,Pr_opened,33,0,1,python,Failure,83.7,Intellij,linux,12.47,519.0,101,1,true,46.7,false,0,12.0,human
evt_66e825559fa1,user_2992,repo_730,2025-03-23 06:14:02+00:00,Ci_run,8,10,1,javascript, SUCCESS ,98.5,VIM,Linux,4.12,277.21,158,4,Yes,,1,0,53.0,human
evt_6e1e250d4689,user_1292,repo_771,11/08/2025 13:30,TEST_RUN,0,3,4,python,FAILED,-8.284985755071268,Nano,Linux,11.79,474.26,176,9,No,,false,0,51.0,human
evt_a76367f5d246,user_1190,repo_249,2025-03-20T03:09:05Z,pr_opened,5,6,2,Java,SUCCESS,53.6, IntelliJ ,Windows,14.67,316.54,127,3,No,25.4,0,0,32.0, HUMAN 
evt_d79d22dea2c8,user_1829,repo_1197,08/11/2025 20:03,ci_run,1,5,8,Rust,success,58.6,vim,Win,14.65,294.62,118,14,true,,No,false,,bot
evt_a3bf42ffe54e,user_1608,repo_440,30/10/2025 22:06,commit,19,21,1,Python,failed,100,NANO,MACOS,21.46,178.33,114,20,No,,false,1,54.0, HUMAN 
evt_2ae1f53a2d97,user_803,repo_1007,21/03/2025 22:06, COMMIT ,26,8,3,Go,cancelled,68.6,Nano,Linux,6.98,196.08,129,23,False,,false,No,21.0,Human
evt_934e94a25757,user_1438,repo_7,01/10/2025 14:34, Review_comment ,57,7,7,Javascript,cancelled,70.9,IntelliJ,Windows,11.09,410.25,108,12,No,,false,No,41.0,human
evt_b317efcd184a,user_834,repo_211,2025-01-22T23:45:26Z, Pr_merged ,15,2,1,Rust,SUCCESS,75.8,VSCode,WIN,10.01,162.8,170,1,False,25.6,false,False,58.0,Human
evt_aaf96fd86242,user_217,repo_990,06/26/2025 03:17,test_run,8,5,3,Go,Success,67.0, VIM , WIN ,12.86,441.92,141,12,No,,No,0,,human
evt_8806e581ce92,user_730,repo_704,06/27/2025 16:11,commit,8,4,13,Rust,Failed,78.1, Sublime ,WINDOWS,79.19,253.35,171,2,False,,No,False,66.0, HUMAN 
evt_09d49568267b,user_2818,repo_1102,12/29/2025 13:24,PR_MERGED,23,0,1,go,SUCCESS,100,Vim, linux ,7.34,289.25,130,10,0,5.0,False,false,73.0,human
evt_cf473021448f,user_2496,repo_1041,10/21/2025 16:14,pr_merged,4,0,10,javascript,cancelled,71.9,NANO,WIN,6.07,40.11,162,5,No,8.0,0,0,67.0,Human
evt_7175bda15c11,user_2632,repo_691,03/23/2025 23:18, review_comment ,55,13,1,rust,success,92.5,VSCODE,MACOS,11.07,309.78,174,6,1,,1,false,43.0,Human
evt_5f403adc1096,user_1677,repo_1017,10/26/2025 10:02,PR_OPENED,18,14,1,PYTHON,SUCCESS,98.1,VSCode,Linux,16.85,320.72,97,26,1,6.7,false,Yes,56.0, HUMAN 
evt_2e89f008ee43,user_413,repo_227,2025-10-21 17:27:49+00:00,pr_opened,34,0,3,Java, failure ,83.5,VSCODE,WIN,12.21,163.15,140,6,false,42.4,0,false,, HUMAN 
evt_f3cedeedf292,user_1614,repo_993,2025-06-27 00:12:57+00:00, ci_run ,57,7,15,C++,success,80.6,vim,WINDOWS,12.04,534.56,101,8,0,,No,false,54.0, HUMAN 
evt_3af08a28d7bd,user_1756,repo_1098,2025-01-05T19:30:08Z,Pr_merged,6,12,1,Go,FAILED,56.3,vim, LINUX ,9.04,252.59,100,17,Yes,30.5,False,No,32.0,human
evt_5c38559961ff,user_2665,repo_141,2025-10-24 15:32:12-05:00,commit,16,2,8,C++, FAILURE ,69.3,vscode,win,18.64,9.51,188,8,0,,No,No,,Human
evt_738b64d8c310,user_221,repo_561,2025-10-18 03:14:11+01:00,pr_merged,8,18,2,JAVA, Cancelled ,83.3,intellij,Linux,24.74,279.37,90,0,Yes,37.7,0,No,41.0, HUMAN 
evt_96faa3710c66,user_2289,repo_145,2025-03-28 02:33:41+01:00,pr_opened,6,18,1,Python,failure,90.8,VSCode,WIN,17.73,2.32,149,6,0,35.7,Yes,1,30.0,human
evt_53a1b2c79aec,user_1911,repo_585,2025-09-13 03:36:19+01:00,review_comment,5000,3,3,python,Failed,100,VIM,Linux,15.35,417.04,163,13,Yes,,0,false,92.0, HUMAN 
evt_4c106964a150,user_1610,repo_349,2025-06-10 13:44:25+01:00,commit,15,0,1,PYTHON,Success,78.3, Vim ,linux,12.83,322.91,125,15,False,,0,False,39.0,Human
evt_3ee604f10dc1,user_1762,repo_818,2025-03-24T08:28:08Z,pr_opened,39,1,9,Java,SUCCESS,100,intellij,Windows,3.71,449.74,109,12,false,34.2,False,False,,human
evt_2c24c23cc7e2,user_2525,repo_702,2025-03-20 01:31:25-05:00,test_run,17,19,3,JAVASCRIPT,Success,73.7,Nano,linux,1.43,4.2,102,21,False,,False,0,37.0,human
evt_6719f70f2a7e,user_2483,repo_496,2025-03-30T19:15:48Z, commit ,9,0,1,JavaScript,failure,69.5, VSCode ,macos,8.28,333.03,90,15,true,,False,True,62.0,human
evt_ec0d29d13b1b,user_315,repo_713,23/05/2025 06:53,test_run,17,1,7,python,Failure,100,SUBLIME,linux,23.7,299.16,187,18,0,,False,False,65.0, HUMAN 
evt_85ef429fa135,user_2204,repo_728,11/03/2025 06:58,pr_opened,14,5,10,Python,Success,91.2,Nano,LINUX,8.51,317.26,140,20,No,23.6,0,0,59.0, HUMAN 
evt_4cf4e88657c4,user_710,repo_478,2025-01-14 05:18:21-05:00,push,3,5,3, Rust ,FAILED,67.0,Sublime,macOS,14.6,406.8,151,14,0,,No,No,58.0,human
evt_597112aafc29,user_915,repo_608,14/01/2025 11:45, commit ,2,13,2,Javascript,Failed,54.0,Sublime,Linux,715.28,336.42,135,152,False,,0,No,53.0, HUMAN 
evt_ea391d83412a,user_980,repo_492,2025-05-21T16:55:26Z,Commit,13,0,1, javascript , SUCCESS ,67.9,intellij,LINUX,1215.58,469.43,109,2,false,,false,False,44.0,human
evt_198a5a6cab26,user_2075,repo_873,2025-05-14T18:58:43Z,pr_opened,4,3,4,Go,SUCCESS,"89,6",VSCODE,linux,5.16,427.02,63,16,No,25.2,false,No,18.0,human
evt_33ce26bf0f34,user_2545,repo_481,27/10/2025 15:29,ci_run,17,61,1, JavaScript ,SUCCESS,69.1,Nano,LINUX,12.23,383.01,106,11,No,,false,true,45.0, HUMAN 
evt_100190df5600,user_253,repo_831,09/05/2025 14:54,TEST_RUN,17,7,4,Rust,cancelled,100,Vim, WIN ,12.37,394.21,94,15,false,,False,false,53.0,Human
evt_30361f4eac0c,user_840,repo_89,23/10/2025 18:30,pr_merged,10,49,2,Rust,cancelled,49.7,Vim,macOS,10.24,332.04,192,4,0,27.2,false,0,47.0,Human
evt_dc53b6d97f43,user_660,repo_1066,2025-10-29T09:44:20Z,COMMIT,8,0,1,JAVASCRIPT,CANCELLED,68.2,vim,macos,9.14,487.09,87,1,No,,false,True,72.0,Human
evt_9ed3cf2dec3c,user_89,repo_509,2025-03-29 05:46:55-05:00,ci_run,47,64,1,PYTHON,FAILURE,84.1,vscode,Windows,4.81,303.38,157,17,1,,No,True,76.0, HUMAN 
evt_0ab20040d547,user_1063,repo_1169,06/11/2025 17:28,review_comment,5,15,1,Go,cancelled,"71,4",vim, LINUX ,11.92,366.73,112,9,No,,No,No,25.0,BOT
evt_06f47f7c964d,user_1147,repo_883,21/05/2025 22:01,Push,16,57,6,java,cancelled,64.3,Vim,Linux,4.12,284.62,145,12,0,,false,false,62.0,Human
evt_a1e0a1b345ef,user_2719,repo_19,2025-03-25 07:02:27+01:00,push,79,43,1,Go,Failed,52.2,nano,Windows,14.24,419.56,102,12,false,,No,1,59.0,Human
evt_a82e5ab15a0d,user_733,repo_1031,12/08/2025 11:36,pr_opened,14,8,1,javascript,SUCCESS,85.0,Nano,win,1.71,165.31,177,0,False,50.6,false,0,6.0, HUMAN 
evt_da534517382b,user_1449,repo_399,2025-05-22T13:59:04Z,pr_merged,78,15,8,Python,failure,100,Nano,macOS,6.21,4.03,143,10,False,24.2,No,false,23.0,bot
evt_8c95463f2cd1,user_565,repo_446,11/23/2025 20:19,REVIEW_COMMENT,4,5,1,C++,Failed,60.2,VIM,Windows,10.43,241.4,190,19,true,,0,False,0.0,Human
evt_7090aea98773,user_1650,repo_160,10/04/2025 07:58,ci_run,35,10,6,java,SUCCESS,79.4,vim,windows,16.16,276.16,99,19,0,,No,0,72.0,Human
evt_54ac35724ed6,user_778,repo_390,30/03/2025 05:10,ci_run,78,15,1,Java,success,61.4,IntelliJ,MACOS,10.6,158.83,141,20,true,,0,Yes,72.0,human
evt_04516d94ec73,user_2919,repo_943,2025-10-23 21:38:32-05:00,Review_comment,1,0,1,rust,Cancelled,71.9,Intellij,linux,14.16,431.27,80,7,false,,0,No,85.0,Human
evt_ac4cdd158233,user_1902,repo_575,2025-11-05 11:01:28+01:00,COMMIT,55,0,8, c++ ,FAILED,55.2,vim,Linux,1.05,319.23,101,25,False,,False,0,53.0, HUMAN 
evt_3064cb0d61d7,user_626,repo_577,2025-10-26T15:21:37Z, Commit ,60,4,3, c++ ,failure,"87,0", vscode ,linux,6.68,272.6,122,20,1,,False,Yes,58.0, Bot 
evt_be2cd52a8e22,user_1282,repo_1144,24/10/2025 19:55,pr_merged,50,6,7,Rust,failure,61.3,Vscode,linux,12.88,293.35,156,11,0,43.4,false,False,64.0,Human
evt_cf1bcabfa320,user_1215,repo_472,2025-09-14T03:56:30Z,test_run,17,1,1,C++,Success,84.7,Nano,Linux,3.98,264.4,120,137,1,,0,0,17.0,human
evt_d67ffaf398a2,user_454,repo_122,27/03/2025 00:33,pr_opened,5,14,2,Java,success,69.4,VIM,macos,1.99,281.24,91,21,0,58.9,false,true,65.0,Human
evt_f28ddc9d3e13,user_2411,repo_828,03/10/2025 08:06,ci_run,21,2,4,c++,failure,61.6, vim ,Windows,7.05,387.39,144,14,false,,false,False,21.0, HUMAN 
evt_4d74d93a2d8c,user_1326,repo_101,25/10/2025 21:00, ci_run ,3,7,2,c++,Failed,77.3,VSCode, WIN ,1.16,525.46,104,23,True,,false,Yes,,human
evt_248a162f52c6,user_2054,repo_1177,07/26/2025 04:00,Review_comment,88,2,3,Javascript, SUCCESS ,83.8,Nano, WIN ,8.62,311.7,109,0,Yes,,0,False,50.0, HUMAN 
evt_f8dd008209ad,user_2926,repo_562,2025-06-02T22:44:17Z,Pr_merged,22,57,1,python,SUCCESS,83.1,Sublime,macos,7.24,413.66,148,6,0,28.2,No,0,56.0,Human
evt_55bac4686d84,user_429,repo_383,01/17/2025 21:12,Review_comment,11,23,1,Java,cancelled,34.5,vscode,LINUX,7.6,81.38,126,18,False,,False,False,38.0,Human
evt_104ddbce3db5,user_162,repo_152,2025-10-22T10:59:53Z,test_run,37,5,4,RUST,cancelled,59.0,VSCODE,Windows,12.45,610.64,137,24,No,,No,False,53.0,Human
evt_d791fd3af255,user_2220,repo_478,2025-05-01 03:41:16+00:00,commit,13,15,2,JavaScript,cancelled,44.4,Sublime, LINUX ,290.83,102.44,90,9,false,,false,0,28.0,Human
evt_5b82deabdec1,user_1246,repo_853,22/10/2025 02:49,pr_merged,48,37,1, C++ ,SUCCESS,78.6,IntelliJ,Linux,11.75,255.4,128,9,false,58.6,No,false,55.0,human
evt_b8f151885bf5,user_2756,repo_171,2025-12-02 19:16:38-05:00,commit,76,1,1,Java,failure,46.1,Vim,linux,5.71,334.14,129,18,False,,False,false,53.0, HUMAN 
evt_81ee4324e586,user_1747,repo_862,2025-05-14 00:20:35+00:00,REVIEW_COMMENT,18,2,4,JavaScript,Success,86.9,Sublime,win,,503.27,105,14,0,,No,No,55.0, HUMAN 
evt_c34020366828,user_1978,repo_56,25/10/2025 11:49,ci_run,6,3,3,Go,failure,82.0,Vim,Windows,6.64,254.94,106,6,1,,False,Yes,31.0,Human
evt_a0264397540d,user_2173,repo_270,2025-12-01T15:17:51Z,pr_opened,41,23,1,Python,FAILURE,63.1,INTELLIJ,WINDOWS,4.55,307.22,13,0,False,17.8,0,0,15.0,BOT
evt_eac67e79ff93,user_1708,repo_101,29/11/2025 22:44,test_run,15,0,2,C++,FAILURE,"84,2", IntelliJ ,Windows,3.36,437.53,148,9,1,,false,0,46.0, HUMAN 
evt_b66b75548824,user_1653,repo_188,2025-11-11T16:31:26Z, pr_opened ,25,10,2,java,FAILED,100, vscode ,Linux,15.92,335.83,110,10,False,43.8,false,false,52.0,Human
evt_3f0d3513a115,user_1822,repo_591,17/09/2025 04:48,TEST_RUN,1,4,2,Python,success,61.2,VSCode,LINUX,20.58,204.39,71,2,False,,No,False,58.0,human
evt_d6576fad6baa,user_2840,repo_307,25/04/2025 23:34,test_run,1,9,1,GO,SUCCESS,75.4,NANO,WIN,6.97,4.36,101,9,false,,0,No,78.0, HUMAN 
evt_221477cac424,user_2004,repo_632,06/09/2025 11:51,pr_merged,6,10,1, Go ,SUCCESS,125.90333255113536, vim , linux ,9.74,262.44,106,3,0,26.6,true,False,23.0,human
evt_f4d773d3b415,user_911,repo_1065,10/05/2025 09:47,REVIEW_COMMENT,27,4,2,C++,FAILED,72.6, VSCode ,linux,7.67,259.93,83,2,true,,No,False,77.0, HUMAN 
evt_892b6ccb69cd,user_32,repo_993,15/10/2025 20:01, PUSH ,8,1,1,Python,success,70.7,INTELLIJ,Macos,11.5,232.57,198,5,No,,False,False,50.0,human
evt_d815b82cd3fa,user_1200,repo_946,2025-03-23T07:33:12Z,test_run,11,7,1,Rust,FAILED,89.3, Sublime ,Windows,8.78,244.67,72,4,1,,false,No,, HUMAN 
evt_bcd683149297,user_1321,repo_407,19/01/2025 22:58, PR_MERGED ,7,0,3,GO,cancelled,73.3,INTELLIJ,linux,19.96,285.44,112,17,true,25.2,0,0,47.0, HUMAN 
evt_3cefe6f29062,user_1563,repo_140,21/03/2025 17:20,test_run,14,20,11,C++,failure,64.6, VIM ,Windows,9.76,232.97,134,5,0,,0,0,62.0,human
evt_75ddd86b0007,user_2758,repo_1120,2025-01-10T05:44:56Z, commit ,6,19,4,Python,SUCCESS,77.3,Vscode,WIN,5.04,334.82,109,17,false,,0,No,61.0,Human
evt_44306d85765a,user_114,repo_46,08/11/2025 23:52,review_comment,8,9,1,Rust,Failure,52.9,Sublime,macOS,8.79,403.59,37,18,1,,False,false,60.0, HUMAN 
